the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source
0101000020E6100000DFFC8689066F52C05BD07B6308664440,Nassau,Great Neck,APT,Millbrook Court,240-250 Middle Neck Rd.,118,4.7,BUILT,1951,,,666,New York,40.797131,-73.734774,1,rooftop,250,Middle Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DC4944F8176F52C0F294D5743D674440,Nassau,Great Neck,APT,Oxford Plaza,720 Middle Neck Rd.,52,,BUILT,2007,,,667,New York,40.806563,-73.735838,1,rooftop,720,Middle Neck Rd,Great Neck,11024,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BD1C76DF316E52C0C13A8E1F2A654440,Nassau,Great Neck Plaza,COND,---,20 Gilchrest Rd.,16,0.3,BUILT,1975,,,676,New York,40.790348,-73.721794,1,rooftop,20,Gilchrest Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004F948444DA6E52C07EACE0B721644440,Nassau,Great Neck Plaza,COND,---,237 Great Neck Rd.,20,0.2,BUILT,1989,,,677,New York,40.782279,-73.732072,1,rooftop,237,Great Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000022FC8BA0316E52C025E99AC937654440,Nassau,Great Neck Plaza,APT,---,28 Gilchrest Rd.,40,0.6,BUILT,1981,,,678,New York,40.790765,-73.721779,1,rooftop,28,Gilchrest Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003CC1FEEBDC6E52C0651BB80375644440,Nassau,Great Neck Plaza,APT,Ashwood Apts.,1 Ash Pl.,36,0.3,BUILT,1940,,,682,New York,40.784821,-73.732234,1,rooftop,1,Ash Pl,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000093A7ACA6EB6E52C0F3FFAA2347644440,Nassau,Great Neck Plaza,COND,Cameo Plaza,1 Ipswich Ave. & Cuttermill Rd,80,1.2,BUILT,1980,,,689,New York,40.783421,-73.733133,0.86,intersection,,Cuttermill Rd,Great Neck,11021,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000859675FF586E52C099D53BDC0E654440,Nassau,Great Neck Plaza,COND,Canterbury Plaza,10 Canterbury Rd.,22,0.3,BUILT,1988,,,691,New York,40.789516,-73.724182,1,rooftop,10,Canterbury Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CB10C7BAB86E52C0C6C37B0E2C654440,Nassau,Great Neck Plaza,COND,Kensington Plaza,123 Middle Neck Rd.,39,0.6,BUILT,1986,,,705,New York,40.790407,-73.730025,1,rooftop,123,Middle Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000014083BC5AA6E52C0C68B852172644440,Nassau,Great Neck Plaza,COND,Plaza 100,100 Great Neck Rd.,31,,BUILT,1987,,,712,New York,40.784733,-73.729173,1,rooftop,100,Great Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C47AA356986E52C010919A7631654440,Nassau,Great Neck Plaza,COND,Portico at Great Neck,Portico Ct. & Bond St.,68,3.6,BUILT,2000,,,714,New York,40.790572,-73.728048,0.96,intersection,,Bond St,Great Neck,11021,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000083A279008B6E52C00EF8FC3042644440,Nassau,Great Neck Plaza,COND,Stonebridge,99 Clent Rd.,20,0.8,BUILT,1988,,,717,New York,40.78327,-73.727234,1,rooftop,99,Clent Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DFC0E446916E52C0E6E786A6EC644440,Nassau,Great Neck Plaza,COND,The Bond Parc,12 Bond St. & Grace Ave.,40,0.4,BUILT,1982,,,719,New York,40.788472,-73.727617,1,intersection,,Bond St,Great Neck,11021,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000882D3D9AEA6E52C067F2CD3637644440,Nassau,Great Neck Plaza,COND,The Century,100 Cuttermill Rd.,58,0.9,BUILT,1988,,,721,New York,40.782935,-73.733069,1,rooftop,100,Cuttermill Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000787C7BD7A06E52C0F986C267EB644440,Nassau,Great Neck Plaza,APT,The Galleria,5-9 Grace Ave.,30,0.4,BUILT,2018,,,723,New York,40.788434,-73.728567,1,range_interpolation,5,Grace Ave,Great Neck,11021,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000D80FB1C1C26E52C03DD34B8C65644440,Nassau,Great Neck Plaza,COND,The Harrison,141 Great Neck Rd.,40,0.5,BUILT,1983,,,724,New York,40.784349,-73.730637,1,rooftop,141,Great Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008EB0A888D36E52C0AB4203B16C644440,Nassau,Great Neck Plaza,COND,The Pavillion,88 Cuttermill Rd.,55,0.6,BUILT,1989,,,727,New York,40.784567,-73.731661,1,rooftop,88,Cuttermill Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000077C7E18216D52C0641EF983816B4440,Nassau,Manorhaven,APT,Shore Road,80 Shore Rd.,50,,BUILT,1966,,,754,New York,40.83989,-73.705145,1,rooftop,80,Shore Rd,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000965984622B6E52C0EBC891CEC0644440,Nassau,Great Neck Plaza,APT,Village Gardens,12 Welwyn Rd.,40,0.6,BUILT,1950,,,733,New York,40.787134,-73.721398,1,rooftop,12,Welwyn Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000002C0E677E356E52C0FDDCD0949D644440,Nassau,Great Neck Plaza,APT,Village Gardens,46 Schenck Ave.,45,0.6,BUILT,1948,,,734,New York,40.786059,-73.722015,1,rooftop,46,Schenck Ave,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EF3CF19C2D6E52C06344A2D0B2644440,Nassau,Great Neck Plaza,APT,Village Gardens,23 Schenck Ave.,105,1.5,BUILT,1946,,,737,New York,40.786707,-73.721534,1,rooftop,23,Schenck Ave,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A31F0DA7CC6C52C0859675FF58664440,Nassau,Manhasset,APT,---,24 Vanderbilt Ave.,12,0.3,BUILT,1928,,,742,New York,40.799591,-73.699991,1,rooftop,24,Vanderbilt Ave,Manhasset,11030,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000506EDBF7A86C52C0F7031E1840664440,Nassau,Manhasset,COND,Georgetown Commons,61-99 Orchard St.,28,1.7,BUILT,1989,,,744,New York,40.798831,-73.697813,1,rooftop,61,Orchard St,Manhasset,11030,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006478EC67B16D52C0520ABABDA46B4440,Nassau,Manorhaven,APT,---,141 Manorhaven Blvd.,11,0.5,BUILT,1970,,,748,New York,40.840965,-73.713953,1,rooftop,141,Manorhaven Blvd,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DAE21A9FC96D52C0CD72D9E89C6B4440,Nassau,Manorhaven,APT,---,165 Manorhaven Blvd.,15,0.7,BUILT,1969,,,749,New York,40.840726,-73.715431,1,rooftop,165,Manorhaven Blvd,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A41CCC26C06D52C08DB62A89EC6B4440,Nassau,Manorhaven,COND,Capri Cove,Anchor Way&Orchard Beach Blvd.,34,2,BUILT,1984,,,752,New York,40.843156,-73.714853,0.8,place,,,Manorhaven,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000F0879FFF1E6D52C02159C0046E6B4440,Nassau,Manorhaven,COND,Putnam,78 Shore Rd.,11,1.1,BUILT,2001,,,753,New York,40.839295,-73.705017,1,rooftop,78,Shore Rd,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A4FB3905F96852C01825E82FF45E4440,Nassau,Mineola,APT,---,104 Mineola Blvd.,12,,BUILT,<1970,,,757,New York,40.741827,-73.640199,1,rooftop,104,Mineola Blvd,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008B170B43E46852C0A7936C75395F4440,Nassau,Mineola,APT,---,"146 Harrison Ave., 151 Willis",12,0.2,BUILT,<1964,,,758,New York,40.743941,-73.638932,1,range_interpolation,146,Harrison Ave,Mineola,11501,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000042B28009DC6852C025581CCEFC5E4440,Nassau,Mineola,APT,---,162 2nd St.,12,,BUILT,<1964,,,759,New York,40.74209,-73.63843,1,rooftop,162,2nd St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003468E89FE06852C06B9C4D47005F4440,Nassau,Mineola,APT,---,102 Main St.,12,,BUILT,<1964,,,760,New York,40.742196,-73.63871,1,rooftop,102,Main St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003E97A949F06852C0DB4E5B23825F4440,Nassau,Mineola,APT,---,203 Willis Ave.,15,0.1,BUILT,<1964,,,761,New York,40.746159,-73.639666,1,rooftop,203,Willis Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EC4FE273276952C0EE76BD3445604440,Nassau,Mineola,APT,---,341-343 Willis Ave.,16,0.2,BUILT,<1964,,,762,New York,40.752112,-73.643033,1,rooftop,343,Willis Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000096438B6CE76852C0CE893DB48F5F4440,Nassau,Mineola,APT,---,129-133 Lincoln Ave.,18,0.2,BUILT,<1964,,,763,New York,40.746573,-73.639125,1,rooftop,133,Lincoln Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C11DA8531E6952C07FDC7EF9645F4440,Nassau,Mineola,COND,---,205 Mineola Blvd.,43,0.2,BUILT,1985,,,764,New York,40.745269,-73.642476,1,rooftop,205,Mineola Blvd,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000B01D8CD8276952C0D4D347E00F5F4440,Nassau,Mineola,APT,Carolina Apts.,250 Harrison Ave.,32,0.2,BUILT,<1964,,,766,New York,40.742672,-73.643057,1,rooftop,250,Harrison Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C18C2958E36752C0DEAB5626FC5E4440,Nassau,Mineola,APT,Eagle Rock Apartments,400 E. Old Country Rd.,320,9.7,BUILT,1964,,,768,New York,40.74207,-73.623251,1,rooftop,400,E Old Country Rd,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DD06B5DFDA6852C06DAB59677C5F4440,Nassau,Mineola,APT,Embassy,"120 Clinton Ave., 125 Lincoln",96,1.6,BUILT,<1964,,,769,New York,40.745984,-73.638359,1,rooftop,120,Clinton Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008C4B55DAE26852C0ECA353573E5F4440,Nassau,Mineola,APT,Harrison,150 Harrison Ave.,12,0.2,BUILT,<1964,,,770,New York,40.74409,-73.638846,1,rooftop,150,Harrison Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D1419770E86852C032AEB8382A5F4440,Nassau,Mineola,COND,Harrison House,142 Main St.,46,0.3,BUILT,1986,,,771,New York,40.743476,-73.639187,1,rooftop,142,Main St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E7525C55F66852C0D1CFD4EB165F4440,Nassau,Mineola,APT,Heritage House,190 1st St.,40,1,BUILT,<1964,,,772,New York,40.742887,-73.640035,1,rooftop,190,1st St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008C834BC79C6852C0DB17D00B77604440,Nassau,Mineola,APT,Mineola Gardens,55-71 Roselle St.,56,1.9,BUILT,<1964,,,777,New York,40.753633,-73.634569,1,rooftop,71,Roselle St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CCB22781CD6852C0857CD0B3595F4440,Nassau,Mineola,APT,Modera Metro,120 Searing Ave.,192,2,BUILT,2019,,,779,New York,40.744925,-73.637543,1,rooftop,120,Searing Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D3D9C9E0282A52C03B6EF8DD74754440,Suffolk,Riverhead,APT,Riverview Lofts,215-221 E. Main St.,116,0.9,UC,2018,AFFORD,,1747,New York,40.917629,-72.658745,1,rooftop,221,E Main St,Riverhead,11901,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CB4C69FD2D6952C08864C8B1F55E4440,Nassau,Mineola,APT,Nassau Towers,260 1st St.,60,0.3,BUILT,<1964,,,780,New York,40.741873,-73.643432,1,rooftop,260,1st St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C07B478D096952C028BB99D18F5E4440,Nassau,Mineola,APT,One Third Avenue,250 Old Country Rd.,315,,BUILT,2017,,,781,New York,40.738764,-73.641208,1,rooftop,250,Old Country Rd,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000A99F3715A96952C0D923D40CA95E4440,Nassau,Mineola,APT,Richlee Gardens,Richlee Ct. & 1st St.,208,6,BUILT,1949,,,782,New York,40.739534,-73.650945,0.92,intersection,,1st St,Mineola,11501,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000D09CF529C76852C002D88008715F4440,Nassau,Mineola,APT,Sterling Arms,101 Clinton Ave.,72,1.1,BUILT,1967 E,,,783,New York,40.745637,-73.637156,1,rooftop,101,Clinton Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000C3482F6AF76D52C09FDE31E13C6B4440,Nassau,Manorhaven,COND,Water's Edge,"43,45 Orchard Beach Blvd.",27,2.6,BUILT,1979,,,756,New York,40.8377954,-73.718226,1,subpremise,45,Orchard Beach Blvd,North Hempstead,11050,US,Google Script
0101000020E6100000DFFDF15EB56852C0F9F5436CB05E4440,Nassau,Mineola,APT,The Allure,140 Old Country Rd.,275,2,BUILT,2015,,,784,New York,40.739759,-73.63607,1,rooftop,140,Old Country Rd,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000082AD122C0E6952C074452921585F4440,Nassau,Mineola,APT,The President,190 Mineola Blvd.,82,0.9,BUILT,<1964,,,785,New York,40.744877,-73.64149,1,rooftop,190,Mineola Blvd,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000065FCFB8C0B6952C0F86F5E9CF85E4440,Nassau,Mineola,APT,The Town House,225 1st St.,74,0.7,BUILT,<1964,,,787,New York,40.741962,-73.64133,1,rooftop,225,1st St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000DE8D0585416952C052D2C3D0EA5E4440,Nassau,Mineola,APT,Wellington Apts.,270-286 1st St.,50,0.5,BUILT,<1964,,,788,New York,40.741541,-73.644624,1,rooftop,286,1st St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008FFAEB15166C52C07B336ABE4A5E4440,Nassau,New Hyde Park,APT,Lakeville Apts.,560 Lakeville Rd.,12,0.3,BUILT,1972,,,795,New York,40.736656,-73.688848,1,rooftop,560,Lakeville Rd,New Hyde Park,11040,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000001A5245F12A6B52C081E9B46E83624440,Nassau,North Hills,COND,Acorn Ponds,Acorn Ponds Dr.& Shelter Rock,382,,BUILT,1978,,,796,New York,40.769636,-73.674496,1,street_center,,Acorn Ponds Dr,Roslyn,11576,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000001BBE8575E36B52C0D5B14AE999624440,Nassau,North Hills,COND,Chatham at North Hills,Kensington Cir& LIE Service Rd,86,43.5,BUILT,2004,,,797,New York,40.770322,-73.685758,1,street_center,,Kensington Cir,Manhasset,11030,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000056C0723F66A52C0279F1EDB32624440,Nassau,North Hills,COND,Cricket Club,Cricket Club Dr.& Shelter Rock,76,,BUILT,1978,,,799,New York,40.767177,-73.671273,1,street_center,,Cricket Club Dr,Roslyn,11576,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000009F3A56293D6B52C00919C8B3CB634440,Nassau,North Hills,COND,Greens at North Hills,Fairway Dr. & Shelter Rock Rd.,75,,BUILT,1979,,,800,New York,40.779654,-73.675608,0.89,intersection,,Fairway Dr,Manhasset,11030,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000DC9E20B1DD6A52C04B22FB20CB624440,Nassau,North Hills,COND,Imperial Gardens at North Hills,Wimbleton Dr. & Shelter Rock,67,5.5,BUILT,1985,,,801,New York,40.771824,-73.669781,0.89,intersection,,Shelter Rock Rd,Roslyn,11576,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000A8C5E061DA6A52C046EEE9EA8E634440,Nassau,North Hills,COND,Spruce Pond,Tiffany Cir. & 59 Shelter Rock,69,35,BUILT,1986,,,803,New York,40.777799,-73.669579,1,street_center,,Tiffany Cir,Manhasset,11030,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E63FA4DFBE6A52C0F7E7A221E3634440,Nassau,North Hills,COND,Stratford in North Hills,Yale Dr. & N. Service Rd.,54,23,BUILT,1983,,,804,New York,40.780369,-73.6679,1,street_center,,Yale Dr,Manhasset,11030,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000017F5EE34BE6452C063D009A183614440,Nassau,New Cassel,APT,Gateway to New Cassel,701 Prospect Ave.,56,,BUILT,2008,,,792,New York,40.7618295,-73.5741093,1,street_address,701,Prospect Ave,North Hempstead,11216,US,Google Script
0101000020E61000006C7BBB25396852C058AA0B7899654440,Nassau,North Hills,COND,Summit at North Hills,Crescent La. & Powerhouse Rd.,164,29,BUILT,1987,,,805,New York,40.793746,-73.628488,1,street_center,,Crescent Ln,Roslyn Heights,11577,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E1085229766A52C03D29931ADA604440,Nassau,North Hills,COND,The Estates at North Hills I,Estates Terrace S.& Searingtwn,134,,BUILT,1979,,,806,New York,40.756656,-73.663462,1,street_center,,East St,New Hyde Park,11040,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E1085229766A52C03D29931ADA604440,Nassau,North Hills,COND,The Estates at North Hills II,Estates Terrace N.& Searingtwn,178,,BUILT,1981,,,807,New York,40.756656,-73.663462,1,street_center,,East St,New Hyde Park,11040,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000004E250340156B52C0B58B69A67B634440,Nassau,North Hills,COND,The Fairways,Doral Dr. & Shelter Rock Rd.,48,24,BUILT,1984,,,808,New York,40.777211,-73.673172,0.97,intersection,,Doral Dr,Manhasset,11030,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000007A8B87F71C6C52C010E7E104A6614440,Nassau,North Hills,COND,The Gates of North Hills,Windsor Gate Dr. & NHPark Rd.,88,,BUILT,1977,,,809,New York,40.762879,-73.689268,1,street_center,,Windsor Gate Dr,New Hyde Park,11040,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B03BDD79E26A52C0328FFCC1C0614440,Nassau,North Hills,COND,The Links at North Hills,Links Dr. & Shelter Rock Rd.,195,125,BUILT,1994,,,810,New York,40.763695,-73.670073,0.81,intersection,,Links Dr,Roslyn,11576,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000E2C47C8406A52C06B9A779CA2634440,Nassau,North Hills,COND,The Mews at North Hills,Morley Ct. & Searingtown Rd.,22,5.3,BUILT,1985,,,811,New York,40.7784,-73.660204,0.71,intersection,,Morley Ct,Albertson,11507,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000097C45911356B52C09CC1DF2F66614440,Nassau,North Hills,COND,The North Hills Colony,Duke of Gloucester Rd. & CC Dr,23,5.8,BUILT,1979,,,812,New York,40.760931,-73.675114,1,street_center,,Duke Dr,New Hyde Park,11040,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000001C0B167CF6A52C03BC3D4963A624440,Nassau,North Hills,COND,Whitewood at North Hills,Willets Pond Path & IU Willets,50,,BUILT,1983,,,813,New York,40.767413,-73.668909,0.91,intersection,,I U Willets Rd,Roslyn,11576,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000014EEFE2FD6B52C0B4E6C75F5A6A4440,Nassau,Port Washington,APT,---,55 Main St.,10,0.1,BUILT,1908,,,814,New York,40.830883,-73.687371,1,rooftop,55,Main St,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000010C0BCB6ED6C52C0CCE37A25DA6B4440,Nassau,Port Washington North,APT,Wildwood Gardens,Wildwood Gardens & SoundviewDr,264,8,BUILT,1965,,,831,New York,40.8425948,-73.7020089,1,intersection,,,North Hempstead,11050,US,Google Script
0101000020E6100000759483D9046C52C048FC8A355C6A4440,Nassau,Port Washington,APT,---,1 Herbert Ave.,10,0.1,BUILT,1927,,,815,New York,40.830939,-73.687796,1,rooftop,1,Herbert Ave,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F52D73BA2C6C52C0F86BB2463D6A4440,Nassau,Port Washington,APT,---,6 Belleview Ave.,17,0.1,BUILT,1928,,,816,New York,40.829995,-73.69023,1,rooftop,6,Belleview Ave,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
